physical_case,run_id,representation,model_label,objective,checkpoint_iteration,curve_role,curve_label,evaluation_state,input_state_indices,target_state_indices,normalized_objective,numerator,denominator,denominator_definition,normalization,weighting,checkpoint_parameter_pytree_sha256,checkpoint_npz_sha256,checkpoint_path,evaluation_source,used_during_optimization
Test 2B,t2b-c-h1,C,H1,J_H1,10,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.393357948537439,108457489.45759988,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,a2702fd49e9406c419270b8f01611e07c571d304bc4b922a2b59a2215f4158a1,91c9ae897be21a27a0d0854a72f1ef29b41997c0bdbcefa0b0a5537c2349d91a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,20,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.5478196797794983,120480625.08141634,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,590949aede38e6ba9cdad96e5d8972ed0329335b1bbeda1ce1a5d2704fb45227,b4e14cf0df379991930053c5284991bd4a7fea467c9d6a31f67d03a84555d802,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,100,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,2.30675023249928,179554965.9620608,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,28b2c1c3bef0019eaa34643085fe88caefff213ba1588c310848bf46e437f5c4,b576ece98c58435e72f10d8b27308785e1f1a29c5030b63b9ff2d0bdb6b0a84b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,500,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,0.934349988849319,72728801.79260749,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,40d9b1024db4f65bf9dcb72a1150bd3be0a80d57e2053366e1ee5ff8831fda07,a5343b35f24402c0f066787d465885abce93f8658d1990dc7e965002ea183b56,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,1000,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,1.438575852798328,111977202.66540691,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,c76a29ff554221a16c4de208de7702c1d021ed50d22a2472f4bf57f2443831de,414e2987adcaeb1c192d5865d55a1bb6ec478c1aee8ae39494a4224bb4bc3fa8,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,5000,evaluation,EVALUATION,Y*=P(X*),81..159,82..160,4.148354527503681,322903470.6446992,77838928.30370262,FE mixed-state mass energy of analytical one-step source targets at Y*_81..159; equivalent dt^2 increment energy for targets X*_82..160 cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,c44aa9e8811aacb423570a3bcb2f819462d882931b929a7bee442bb8b9a1d1c3,be3fac690063191ee78df7a8515b580d17842a34083835c73232ab1bb3995c6b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/m1y_heldout_data.npz; /Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/test2b-rain-active-learning/preparation/fixed_learning_data.npz,False
Test 2B,t2b-c-h1,C,H1,J_H1,0,training,TRAINING,Y*=P(X*),0..79,1..80,0.0002729769270888,24620995.626511976,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,8ad9c8017c9304827d8e9e73392c3a9503f7de05a38b86baf52f4351c35615e4,e13a7bd42f3f773d068a6cc0c1344a3a8db0caef74a269ce7980b0b50f91e3b0,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,1,training,TRAINING,Y*=P(X*),0..79,1..80,0.0002512048249272,22657273.498719208,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,4a38862c803dabb3acf1340a94b17e98fd0da2d987660e6e53e7ba55c06daf15,ad15aab20138c9adb8b60761ab749c7463f15e1929c6ed1fbf27565ddc0babac,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,5,training,TRAINING,Y*=P(X*),0..79,1..80,0.0002222501427264,20045722.729812056,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,63ef21c669455becad428056bb25563be1e864311c655018ef3edd62114b429b,16daca5b8ad4bee56dcf5d5987aeb5478abf1e08cb64d8cdb1a22c27395c6376,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,10,training,TRAINING,Y*=P(X*),0..79,1..80,0.0001658885363264,14962220.327337869,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,a2702fd49e9406c419270b8f01611e07c571d304bc4b922a2b59a2215f4158a1,91c9ae897be21a27a0d0854a72f1ef29b41997c0bdbcefa0b0a5537c2349d91a,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,20,training,TRAINING,Y*=P(X*),0..79,1..80,0.000146967916978,13255686.038168631,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,590949aede38e6ba9cdad96e5d8972ed0329335b1bbeda1ce1a5d2704fb45227,b4e14cf0df379991930053c5284991bd4a7fea467c9d6a31f67d03a84555d802,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,100,training,TRAINING,Y*=P(X*),0..79,1..80,0.0001219676400476,11000800.559282113,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,28b2c1c3bef0019eaa34643085fe88caefff213ba1588c310848bf46e437f5c4,b576ece98c58435e72f10d8b27308785e1f1a29c5030b63b9ff2d0bdb6b0a84b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,500,training,TRAINING,Y*=P(X*),0..79,1..80,9.541784536262772e-05,8606157.225148223,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,40d9b1024db4f65bf9dcb72a1150bd3be0a80d57e2053366e1ee5ff8831fda07,a5343b35f24402c0f066787d465885abce93f8658d1990dc7e965002ea183b56,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,1000,training,TRAINING,Y*=P(X*),0..79,1..80,7.845821628543794e-05,7076493.316224351,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,c76a29ff554221a16c4de208de7702c1d021ed50d22a2472f4bf57f2443831de,414e2987adcaeb1c192d5865d55a1bb6ec478c1aee8ae39494a4224bb4bc3fa8,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-h1,C,H1,J_H1,5000,training,TRAINING,Y*=P(X*),0..79,1..80,3.426713133257584e-05,3090704.0374070033,90194420052.5722,FE mixed-state mass energy of analytical one-step source targets at Y*_0..79; equivalent dt^2 increment energy cancels between numerator and denominator,frozen Test-2B X-state input/output normalization; no refit,frozen S/Q finite-element mass and inverse-mass maps,c44aa9e8811aacb423570a3bcb2f819462d882931b929a7bee442bb8b9a1d1c3,be3fac690063191ee78df7a8515b580d17842a34083835c73232ab1bb3995c6b,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-study-d0eb615/external-results/test2b-rain-active-learning/production/representation-C/h1-from-m1-m20-5k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_training_objectives_fixed.csv,True
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,0,evaluation,EVALUATION,Y*,81..160,81..160,6.701655709647812,1297009197357532.5,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,e52dd73e3f97d44adf4d55354b1c8d9a9b252186a17cae4ad09410270b86df1e,837947642dcbe0dd31e20504650ef23944f474c2d5f8337a51320cb0e340f30f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,1,evaluation,EVALUATION,Y*,81..160,81..160,9.185365575936835,1777695564982616.2,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,70a20f3e965d70a1ffba55e174d37b0bd0bfa4e24bcf87b9e4ac0e2039521563,93171abdb8c7df3759a40731509d616d4b6c6787e1b4e5c8164d0e9c5032aa41,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,5,evaluation,EVALUATION,Y*,81..160,81..160,11.052540496516318,2139060450018493.2,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,4ea93be6c50caa7428685930a31bc41d36279cc261f30af4439626ac64319e86,f96519bec4d00e49bb83d0e517e988c9289c8e7f1b0f59078c5a5d36052db5a2,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,10,evaluation,EVALUATION,Y*,81..160,81..160,17.922150046895666,3468574700693928.0,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,50ccf516591d7d6ef6adbeac4ae218aeca1d8da3019e7beb66bb0dd9ca2a6023,d12a22f8f73f57d2ce844f85919e8823550eed6ebf891e40bcaf0ffcde230c36,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,20,evaluation,EVALUATION,Y*,81..160,81..160,5.057966594654777,978896779754023.0,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,277ab160f144c4e0834f61a64609cf87fa4cccf050f0eda20d15c3c60365a31d,9eed310c0810be4cb7029965e0c656a8f44fba6aea18a9a976625a856f6a19d1,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000020_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,100,evaluation,EVALUATION,Y*,81..160,81..160,1.9420031499744952,375846813972869.5,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,c68a400fd4df1d7bf2bed8dd29a862f43240dd7fe4e3c630cddbf875e347ed4f,46212fc4be306e836eb52a5992b66c881294fae6e4767fd104b38ac4d770f696,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000100_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,500,evaluation,EVALUATION,Y*,81..160,81..160,1.5938183765974958,308460652550150.1,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,a743ba6ab3c02dd807c54e48602eebc780496ea6ddb75e0c2074e460d04ee01a,4a3933175da33f008e265ccb4b49c600fbe9d3aff0ace7c23aeaad91a140644c,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000500_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,1000,evaluation,EVALUATION,Y*,81..160,81..160,0.6829919993180826,132183290699622.69,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,ec7c68cb44678957beff2996e4a93fe260a2e7ad3cc0f4be0eee1abd51e14d91,88133ade29aef585fbec3f9b89db4bba1a313d9c33c17cdbd56d60c61f6f9bbb,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000001000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,5000,evaluation,EVALUATION,Y*,81..160,81..160,0.1742251412572463,33718773451201.227,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,9e4f428d51911deee1713b983bb7a1e5be6d08362fb1e77640301842a9b85d8b,2de1bedb98fb9cb75c6ba63e63e807a25aaae465940c8e8fba7c6ce87d4166f7,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000005000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,10000,evaluation,EVALUATION,Y*,81..160,81..160,0.0719479472713058,13924491705465.805,193535635602756.62,carrier-weighted squared norm of the output-scaled analytical target on evaluation Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,c8da7ea375ced0f692210f97097e069f9d5757b6bead22b7a4a10d9a265d8a65,169eadab27a39916e37a875c27708873595f133cb4ea39e9f23eab14e86d49ee,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000010000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,False
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,0,training,TRAINING,Y*,0..80,0..80,1.159404925157391,7064614625259646.0,6093310863157334.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,e52dd73e3f97d44adf4d55354b1c8d9a9b252186a17cae4ad09410270b86df1e,837947642dcbe0dd31e20504650ef23944f474c2d5f8337a51320cb0e340f30f,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000000_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,1,training,TRAINING,Y*,0..80,0..80,0.9068386478297176,5525649783951725.0,6093310863157334.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,70a20f3e965d70a1ffba55e174d37b0bd0bfa4e24bcf87b9e4ac0e2039521563,93171abdb8c7df3759a40731509d616d4b6c6787e1b4e5c8164d0e9c5032aa41,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000001_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,5,training,TRAINING,Y*,0..80,0..80,0.4616283059257474,2812844771238274.0,6093310863157334.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,4ea93be6c50caa7428685930a31bc41d36279cc261f30af4439626ac64319e86,f96519bec4d00e49bb83d0e517e988c9289c8e7f1b0f59078c5a5d36052db5a2,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000005_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
Test 2B,t2b-c-m1y,C,M1-Y,J_M1_Y,10,training,TRAINING,Y*,0..80,0..80,0.2408419563191836,1467524908743745.8,6093310863157334.0,carrier-weighted squared norm of the output-scaled analytical target on training Y* states,frozen Test-2B X-state input/output normalization; no refit,frozen carrier-mass weights broadcast over states,50ccf516591d7d6ef6adbeac4ae218aeca1d8da3019e7beb66bb0dd9ca2a6023,d12a22f8f73f57d2ce844f85919e8823550eed6ebf891e40bcaf0ffcde230c36,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/production/representation-C/m1y-seed0-m20-10k/checkpoint_000000010_parameters.npz,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/ml_results_postprocess_20260829/data/checkpoint_direct_histories.csv,True
