physical_case,representation,trained_model,evaluation_state,regime,quantity,state_indices,sample_count,physical_RMS_error,normalized_RMS_error,relative_RMS_error,maximum_absolute_error,signed_mass_weighted_bias,correlation,source
Test 2B,A,M1-X,X,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,2.9071415076049104e-09,0.03211509544887551,2.233067604462163,1.005310753445178e-07,2.4471343030258626e-11,0.27584602448311135,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,X,ONSET,A,"[51,60]",655360,5.971923310250333e-10,0.006597163798884424,0.5829643849012753,4.519817955107074e-08,1.3815120697952452e-11,0.8127916114711403,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,X,PRE_RAIN,A,"[0,50]",3342336,3.9819066953990874e-10,0.004398799069695555,0.0034904997831289343,4.314605317184055e-08,-1.0401671746315135e-11,0.9999937927293404,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,X,TRAINING_OVERALL,A,,5308416,4.949635437515388e-10,0.005467845789312924,0.005467845789312924,4.519817955107074e-08,-8.629942486617224e-13,0.9999848676682667,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,X,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,6.399753356184042e-10,0.007069786226279696,0.5986070217955286,4.189455479803328e-08,1.612157589704738e-11,0.8013379894807992,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,X,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,6.400112920569194e-09,0.070701834358589,4.916129741340785,8.931781307477681e-08,6.34469439348974e-10,0.14258744007926044,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,X,ONSET,A,"[51,60]",655360,7.341735883176779e-10,0.008110391187765322,0.7166821007057378,2.1369534184678837e-08,7.42332113890783e-12,0.7539299281303591,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,X,PRE_RAIN,A,"[0,50]",3342336,1.0072974023046805e-09,0.011127580867940178,0.008829868787114906,2.1743054924227598e-08,9.132914324182131e-11,0.9999605904337105,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,X,TRAINING_OVERALL,A,,5308416,9.004763774728465e-10,0.009947532562948181,0.009947532562948181,2.3487226404828164e-08,4.530390690780665e-11,0.9999500480893347,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,X,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,6.53540922525363e-10,0.007219644813210308,0.6112957226334076,2.3487226404828164e-08,-5.3120152859481334e-11,0.8064512689129637,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,Y,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,2.8522027043936366e-09,0.03150818831884363,1.015101645328561,9.80875118435448e-08,1.2851158218391115e-10,0.64624510133596,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,Y,ONSET,A,"[51,60]",655360,1.225963571471258e-09,0.013543178758807955,0.5062592937540443,4.487935893891349e-08,-1.1908844669602533e-10,0.875206405858317,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,Y,PRE_RAIN,A,"[0,50]",3342336,1.5267727744332354e-09,0.016866208009277097,0.01338098843843578,4.3460147923705077e-08,-1.791168619140258e-10,0.9999099890608194,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,Y,TRAINING_OVERALL,A,,5308416,1.376395737152474e-09,0.015204997884844758,0.01520044616943914,4.487935893891349e-08,-1.3804459726143822e-10,0.999884226747172,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-X,Y,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,9.88408471163302e-10,0.010918915474478689,0.40467097137612607,4.148121311504353e-08,-4.278839768004626e-11,0.9210950965537437,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,Y,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,6.28308377815958e-09,0.0694090173185677,2.2361554706901186,8.878932298617488e-08,7.132808695999517e-10,0.4368417243549963,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,Y,ONSET,A,"[51,60]",655360,4.868754994930249e-10,0.005378497433659298,0.20105429904714348,1.9080156278323647e-08,-1.8240289973907594e-12,0.9795697829470007,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,Y,PRE_RAIN,A,"[0,50]",3342336,3.7612380334256273e-10,0.004155027133471788,0.0032964356898593688,1.8900751536421004e-08,-1.7164014422421399e-12,0.999994459464087,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,Y,TRAINING_OVERALL,A,,5308416,4.472375406282924e-10,0.004940618221722262,0.004939139215395302,2.3261996594433437e-08,6.600577325013983e-13,0.9999876500431836,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,A,M1-Y,Y,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,5.751666032540606e-10,0.006353846317487207,0.23548283410399143,2.3261996594433437e-08,7.962071993043505e-12,0.971810192489774,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_A_matched.json
Test 2B,B,M1-X,X,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,3.770125143955731e-09,0.041648446948870946,2.8959527087733195,6.677404866658535e-08,-6.715372442780621e-10,0.19952271091226811,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,ONSET,A,"[51,60]",655360,6.441879859879153e-10,0.007116323234662564,0.6288403810672966,4.679511827385436e-08,1.0406467629726714e-11,0.7803407962414036,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,PRE_RAIN,A,"[0,50]",3342336,4.898125629159959e-10,0.005410943075511052,0.004293648182684964,4.392785250988052e-08,-8.22228382970101e-12,0.9999906043030976,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,TRAINING_OVERALL,A,"[0,80]",5308416,5.694759756589445e-10,0.006290982143898449,0.006290982143898547,4.679511827385436e-08,1.0460035001565883e-13,0.9999799687857404,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,7.0295869494055e-10,0.007765561299846026,0.6575191064465044,4.3142214709450086e-08,1.6187221368437634e-11,0.7537211970355839,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,HELDOUT_MATURE_RAIN,R_all,,5242880,1.2540790169437176e-13,0.006300995471773063,0.02070555683218623,3.5015434089501136e-12,-5.800206743794038e-15,0.9998218076926089,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,HELDOUT_MATURE_RAIN,R_truth_active,,385820,4.2551989266875244e-13,0.021379824402049614,0.01894717638962295,3.5015434089501136e-12,-8.143783884317324e-14,0.9996498305769085,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,ONSET,R_all,,655360,2.366149736404192e-14,0.0011888484356395983,0.04679579086205832,6.697442401409392e-13,2.693328379936578e-15,0.9989154791980097,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,ONSET,R_truth_active,,3668,2.0574229480278842e-13,0.01033731726940097,0.02865528345209448,6.697442401409392e-13,5.6169858700294195e-15,0.9988221068042239,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,PRE_RAIN,R_all,,3342336,1.4548202107029556e-14,0.0007309599663204203,6.538300763099128e+293,4.204111578556852e-13,-1.3506673598387334e-15,,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,TRAINING_OVERALL,R_all,,5308416,2.4007612601592973e-14,0.0012062386520059942,0.013966971429399344,2.1465487887111092e-12,9.896740933551632e-17,0.999902046673718,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,TRAINING_OVERALL,R_truth_active,,40800,1.9095154193096558e-13,0.009594170580792809,0.009594170580792809,2.1465487887111092e-12,-3.7719764362001904e-15,0.9998395062926527,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,TRAINING_SUSTAINED_RAIN,R_all,,1310720,3.89183623127309e-14,0.0019554144626306776,0.011311301408260227,2.1465487887111092e-12,2.49835558542932e-15,0.9999349975579773,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,X,TRAINING_SUSTAINED_RAIN,R_truth_active,,37132,1.8957258985623155e-13,0.009524886503304084,0.009174709134981782,2.1465487887111092e-12,-4.611635997980451e-15,0.9998375564867727,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,8.25555220991754e-09,0.09119881041604551,6.341351512710155,2.212890291664687e-07,-1.2848098895555399e-09,0.10336475005392007,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,ONSET,A,"[51,60]",655360,7.886892802708335e-10,0.008712624221815147,0.7698989710101591,1.8074388955629743e-08,6.154858732213863e-11,0.7357703306539399,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,PRE_RAIN,A,"[0,50]",3342336,1.076696917284906e-09,0.011894234999452273,0.009438218029119209,2.0590253865369383e-08,1.1434798163417831e-10,0.999955125832325,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,TRAINING_OVERALL,A,"[0,80]",5308416,9.609155549097767e-10,0.010615202143930384,0.01061520214393055,2.096564268360423e-08,7.338243469032882e-11,0.9999433188600205,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,6.873375572707939e-10,0.007592995112072953,0.6429077266368207,2.096564268360423e-08,-2.5162786332392263e-11,0.792158628243154,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,HELDOUT_MATURE_RAIN,R_all,,5242880,1.9840598455130866e-13,0.009968711646872075,0.03275795490929065,2.5994972308329796e-12,3.2497297158633416e-14,0.9995065144137255,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,HELDOUT_MATURE_RAIN,R_truth_active,,385820,5.852291718940535e-13,0.029404258521450285,0.026058571031040936,2.5994972308329796e-12,3.692944326397252e-13,0.999299233977422,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,ONSET,R_all,,655360,5.382988316858384e-14,0.0027046290186557046,0.10646037806188012,1.3889195792165082e-12,4.211559699790723e-16,0.9944126937518947,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,ONSET,R_truth_active,,3668,4.804499979705579e-13,0.024139732989103404,0.06691590025085092,1.3889195792165082e-12,-2.8611108547018694e-14,0.9951405668942026,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,PRE_RAIN,R_all,,3342336,1.5028951066317097e-14,0.0007551147203239821,6.754360539024982e+293,8.477411405025284e-13,-6.657909619423077e-16,,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,TRAINING_OVERALL,R_all,,5308416,4.13794371772402e-14,0.002079068724981385,0.02407342314332374,2.4479021768454498e-12,-3.425509424999152e-16,0.9997086592030849,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,TRAINING_OVERALL,R_truth_active,,40800,3.2434901617660185e-13,0.016296594190559982,0.016296594190559982,2.4479021768454498e-12,-4.297321725367284e-16,0.9995325689340266,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,TRAINING_SUSTAINED_RAIN,R_all,,1310720,7.007031554525902e-14,0.003520613414235935,0.02036535999473589,2.4479021768454498e-12,9.985765083869133e-17,0.9997882301776676,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,X,TRAINING_SUSTAINED_RAIN,R_truth_active,,37132,3.065405984431175e-13,0.015401827927971571,0.014835587945028034,2.4479021768454498e-12,2.0905423120313648e-15,0.9995689824291937,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,3.8444076196269135e-09,0.0424690429845707,1.3682283149039298,6.797416781854325e-08,-6.317564581740495e-10,0.49948472683870654,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,ONSET,A,"[51,60]",655360,1.3414273468427692e-09,0.014818703241274102,0.5539398372334942,4.6803920495945455e-08,-1.8963786499880737e-10,0.866322780643478,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,PRE_RAIN,A,"[0,50]",3342336,1.6991825876913638e-09,0.018770813476408035,0.01489202777350402,4.3925001160701415e-08,-1.9386491707553002e-10,0.9998884326779913,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,TRAINING_OVERALL,A,"[0,80]",5308416,1.5314510025252894e-09,0.016917888239260707,0.016912823758942302,4.6803920495945455e-08,-1.7788536584007258e-10,0.9998571874165428,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,TRAINING_SUSTAINED_RAIN,A,"[61,80]",1310720,1.1119835424462677e-09,0.012284045172834393,0.4552646738715084,4.273173291382963e-08,-1.312612606102888e-10,0.9095356077859655,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,HELDOUT_MATURE_RAIN,R_all,,5242880,1.2566434451599063e-13,0.006313880186659108,0.02075493772684144,3.4957959767797387e-12,-5.656649002033266e-15,0.9998203002050859,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,HELDOUT_MATURE_RAIN,R_truth_active,,385812,4.264329692753706e-13,0.02142570102932709,0.01899285961343688,3.4957959767797387e-12,-7.95389322695562e-14,0.9996481515260849,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,ONSET,R_all,,655360,2.4007424928254946e-14,0.001206229222545513,0.04764728262467501,6.701322885347569e-13,3.1174509810795775e-15,0.9988811924280999,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,ONSET,R_truth_active,,3648,2.0387948854384442e-13,0.01024372241896641,0.028412017559925347,6.701322885347569e-13,9.270772815991336e-15,0.9988294501324644,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,PRE_RAIN,R_all,,3342336,1.464157980512597e-14,0.0007356516360232113,6.58026687480342e+293,4.1985475002948587e-13,-1.1802157854237893e-15,,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,TRAINING_OVERALL,R_all,,5308416,2.425885677990684e-14,0.0012188621662222127,0.014122437958544617,2.135381178967364e-12,3.5046717459460553e-16,0.999899889249066,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,TRAINING_OVERALL,R_truth_active,,40776,1.9009091806902818e-13,0.009550929389578374,0.009552715909547716,2.135381178967364e-12,-1.2433334273045593e-15,0.999840231375538,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,TRAINING_SUSTAINED_RAIN,R_all,,1310720,3.9351702236478355e-14,0.001977187196727813,0.011444432035200515,2.135381178967364e-12,2.8702168193990254e-15,0.9999335452799031,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-X,Y,TRAINING_SUSTAINED_RAIN,R_truth_active,,37128,1.8881567501644622e-13,0.009486856068909063,0.009141524077588186,2.135381178967364e-12,-2.17855527907328e-15,0.9998380179807854,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
Test 2B,B,M1-Y,Y,HELDOUT_MATURE_RAIN,A,"[81,160]",5242880,8.224342561174365e-09,0.09085403846542288,2.927051311161514,2.211371321922787e-07,-1.151462284246703e-09,0.21408478037379045,/Users/arjunsharma/Documents/SandiaProjects/4-LDRDAMDIS/DIMSWE-feature-study-20260828/m1y_test2b_20260828_workspace/external-results/m1y-test2b-20260828/evaluation/representation_B_matched.json
